Ano,Mês,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2019,2,Itajaí,Arrasto duplo,Mangangá,"3.000,00",1
2019,2,Itajaí,Arrasto duplo,Merluza,"3.480,00",3
2019,2,Itajaí,Arrasto duplo,Mistura,"11.300,00",13
2019,2,Itajaí,Arrasto duplo,Pargo-rosa,"100,00",1
2019,2,Itajaí,Arrasto duplo,Peixe-sapo,"2.500,00",3
2019,2,Itajaí,Arrasto duplo,Pescada,"2.500,00",1
2019,2,Itajaí,Arrasto duplo,Polvo,"50,00",1
2019,2,Itajaí,Arrasto duplo,Sapateira,"200,00",1
2019,2,Itajaí,Arrasto duplo,Tira-vira,"2.120,00",5
2019,2,Itajaí,Arrasto duplo,Trilha,"1.260,00",4
2019,2,Itajaí,Arrasto simples,Cabra,"11.000,00",1
2019,2,Itajaí,Arrasto simples,Mistura,"30.000,00",1
2019,2,Navegantes,Arrasto de parelha,Betara,"1.000,00",1
2019,2,Navegantes,Arrasto de parelha,Castanha,"25.000,00",3
2019,2,Navegantes,Arrasto de parelha,Corvina,"37.000,00",3
2019,2,Navegantes,Arrasto de parelha,Espada,"2.000,00",1
2019,2,Navegantes,Arrasto de parelha,Galo,"5.000,00",1
2019,2,Navegantes,Arrasto de parelha,Goete,"18.500,00",2
2019,2,Navegantes,Arrasto de parelha,Gordinho,"2.000,00",1
2019,2,Navegantes,Arrasto de parelha,Linguado,"1.200,00",2
2019,2,Navegantes,Arrasto de parelha,Lula,"2.000,00",1
2019,2,Navegantes,Arrasto de parelha,Maria-mole,"40.000,00",1
2019,2,Navegantes,Arrasto de parelha,Mistura,"11.100,00",2
2019,2,Navegantes,Arrasto de parelha,Não discriminado,"193.620,00",4
2019,2,Navegantes,Arrasto de parelha,Olho-de-cão,"7.000,00",2
2019,2,Navegantes,Arrasto de parelha,Peixe-porco,"12.000,00",1
2019,2,Navegantes,Arrasto de parelha,Trilha,"200,00",1
2019,2,Navegantes,Arrasto duplo,Abrótea,"7.000,00",10
2019,2,Navegantes,Arrasto duplo,Betara,"1.210,00",6
2019,2,Navegantes,Arrasto duplo,Cabra,"8.100,00",8
2019,2,Navegantes,Arrasto duplo,Camarão-branco,"150,00",1
2019,2,Navegantes,Arrasto duplo,Camarão-rosa,"23.707,00",27
2019,2,Navegantes,Arrasto duplo,Camarão-sete-barbas,"5.500,00",2
2019,2,Navegantes,Arrasto duplo,Carapicu,"200,00",1
2019,2,Navegantes,Arrasto duplo,Castanha,"3.000,00",1
2019,2,Navegantes,Arrasto duplo,Corvina,"420,00",2
2019,2,Navegantes,Arrasto duplo,Emplastro,"3.300,00",7
2019,2,Navegantes,Arrasto duplo,Goete,"900,00",3
2019,2,Navegantes,Arrasto duplo,Linguado,"9.500,00",9
2019,2,Navegantes,Arrasto duplo,Linguado-areia,"4.800,00",6
2019,2,Navegantes,Arrasto duplo,Lula,"49.868,00",19
2019,2,Navegantes,Arrasto duplo,Maria-mole,"3.500,00",2
2019,2,Navegantes,Arrasto duplo,Merluza,"1.000,00",1
2019,2,Navegantes,Arrasto duplo,Mistura,"42.507,00",25
2019,2,Navegantes,Arrasto duplo,Não discriminado,"29.622,00",7
2019,2,Navegantes,Arrasto duplo,Olho-de-boi,"200,00",1
2019,2,Navegantes,Arrasto duplo,Olho-de-cão,"2.000,00",1
2019,2,Navegantes,Arrasto duplo,Peixe-porco,"400,00",1
2019,2,Navegantes,Arrasto duplo,Pescada-amarela,"60,00",1
2019,2,Navegantes,Arrasto duplo,Polvo,"260,00",3
2019,2,Navegantes,Arrasto duplo,Sapateira,"520,00",3
2019,2,Navegantes,Arrasto duplo,Tira-vira,"300,00",2
2019,2,Navegantes,Arrasto duplo,Trilha,"4.600,00",8
2019,2,Navegantes,Arrasto simples,Lula,"6.500,00",1
2019,2,Navegantes,Arrasto simples,Mistura,"2.500,00",1
2019,2,Navegantes,Arrasto simples,Não discriminado,"102.040,00",3
2019,3,Itajaí,Arrasto duplo,Abrótea,"1.500,00",1
2019,3,Itajaí,Arrasto duplo,Abrótea-de-fundo,"6.600,00",2
2019,3,Itajaí,Arrasto duplo,Betara,"4.500,00",3
2019,3,Itajaí,Arrasto duplo,Cabra,"7.000,00",2
2019,3,Itajaí,Arrasto duplo,Camarão-cristalino,"1.800,00",2
2019,3,Itajaí,Arrasto duplo,Camarão-sete-barbas,"5.284,00",2
2019,3,Itajaí,Arrasto duplo,Castanha,"4.800,00",3
2019,3,Itajaí,Arrasto duplo,Congro-rosa,"4.000,00",1
2019,3,Itajaí,Arrasto duplo,Corvina,"1.300,00",3
2019,3,Itajaí,Arrasto duplo,Emplastro,"3.000,00",1
2019,3,Itajaí,Arrasto duplo,Goete,"5.500,00",3
2019,3,Itajaí,Arrasto duplo,Linguado,"12.000,00",4
2019,3,Itajaí,Arrasto duplo,Linguado-areia,"5.000,00",1
2019,3,Itajaí,Arrasto duplo,Lula,"1.500,00",1
2019,3,Itajaí,Arrasto duplo,Maria-mole,"4.000,00",2
2019,3,Itajaí,Arrasto duplo,Mistura,"10.400,00",4
2019,3,Itajaí,Arrasto duplo,Peixe-sapo,"1.000,00",1
2019,3,Itajaí,Arrasto duplo,Pitú,"1.000,00",2
2019,3,Itajaí,Arrasto duplo,Polvo,"800,00",2
2019,3,Itajaí,Arrasto duplo,Sapateira,"320,00",2
2019,3,Itajaí,Arrasto duplo,Tira-vira,"1.000,00",1
2019,3,Itajaí,Arrasto simples,Cabra,"90.000,00",2
2019,3,Itajaí,Arrasto simples,Cação-bagre,"2.000,00",1
2019,3,Itajaí,Arrasto simples,Emplastro,"5.000,00",1
2019,3,Itajaí,Arrasto simples,Mistura,"10.000,00",2
2019,3,Navegantes,Arrasto de parelha,Abrótea,"100,00",1
2019,3,Navegantes,Arrasto de parelha,Betara,"100,00",1
2019,3,Navegantes,Arrasto de parelha,Cabra,"100,00",1
2019,3,Navegantes,Arrasto de parelha,Castanha,"5.000,00",1
2019,3,Navegantes,Arrasto de parelha,Corvina,"56.000,00",7
2019,3,Navegantes,Arrasto de parelha,Espada,"2.000,00",1
2019,3,Navegantes,Arrasto de parelha,Galo,"2.000,00",1
2019,3,Navegantes,Arrasto de parelha,Goete,"19.000,00",4
2019,3,Navegantes,Arrasto de parelha,Linguado,"300,00",1
2019,3,Navegantes,Arrasto de parelha,Lula,"2.000,00",1
2019,3,Navegantes,Arrasto de parelha,Maria-mole,"2.000,00",1
2019,3,Navegantes,Arrasto de parelha,Mistura,"18.000,00",5
2019,3,Navegantes,Arrasto de parelha,Não discriminado,"181.340,00",3
2019,3,Navegantes,Arrasto de parelha,Olho-de-cão,"8.100,00",3
2019,3,Navegantes,Arrasto de parelha,Palombeta,"8.000,00",1
2019,3,Navegantes,Arrasto de parelha,Peixe-porco,"119.000,00",6
2019,3,Navegantes,Arrasto de parelha,Pescada,"2.000,00",1
2019,3,Navegantes,Arrasto de parelha,Pescada-amarela,"2.000,00",1
2019,3,Navegantes,Arrasto de parelha,Pescada-branca,"3.000,00",1
2019,3,Navegantes,Arrasto de parelha,Robalo,"2.000,00",1
2019,3,Navegantes,Arrasto de parelha,Roncador,"3.000,00",2
2019,3,Navegantes,Arrasto de parelha,Tira-vira,"100,00",1
2019,3,Navegantes,Arrasto duplo,Abrótea,"2.500,00",2
2019,3,Navegantes,Arrasto duplo,Abrótea-de-fundo,"39.000,00",2
2019,3,Navegantes,Arrasto duplo,Betara,"1.000,00",1
2019,3,Navegantes,Arrasto duplo,Cabra,"2.000,00",1
2019,3,Navegantes,Arrasto duplo,Camarão-cristalino,"1.800,00",1
2019,3,Navegantes,Arrasto duplo,Camarão-rosa,"600,00",1
2019,3,Navegantes,Arrasto duplo,Castanha,"1.000,00",1
2019,3,Navegantes,Arrasto duplo,Congro-rosa,"700,00",2
2019,3,Navegantes,Arrasto duplo,Corvina,"8.000,00",1
2019,3,Navegantes,Arrasto duplo,Emplastro,"1.050,00",2
2019,3,Navegantes,Arrasto duplo,Goete,"500,00",1
2019,3,Navegantes,Arrasto duplo,Linguado,"3.800,00",2
2019,3,Navegantes,Arrasto duplo,Linguado-areia,"4.500,00",2
2019,3,Navegantes,Arrasto duplo,Lula,"600,00",2
2019,3,Navegantes,Arrasto duplo,Maria-luiza,"500,00",1
2019,3,Navegantes,Arrasto duplo,Maria-mole,"1.000,00",1
2019,3,Navegantes,Arrasto duplo,Merluza,"18.000,00",3
2019,3,Navegantes,Arrasto duplo,Mistura,"10.000,00",3
2019,3,Navegantes,Arrasto duplo,Não discriminado,"59.355,00",6
2019,3,Navegantes,Arrasto duplo,Peixe-sapo,"5.000,00",1
2019,3,Navegantes,Arrasto duplo,Pescada-amarela,"1.000,00",1
2019,3,Navegantes,Arrasto duplo,Pitú,"1.000,00",1
2019,3,Navegantes,Arrasto simples,Abrótea,"500,00",1
2019,3,Navegantes,Arrasto simples,Cabra,"25.000,00",1
2019,3,Navegantes,Arrasto simples,Castanha,"5.000,00",1
2019,3,Navegantes,Arrasto simples,Congro-rosa,"200,00",1
2019,3,Navegantes,Arrasto simples,Corvina,"200,00",1
2019,3,Navegantes,Arrasto simples,Emplastro,"8.000,00",1
2019,3,Navegantes,Arrasto simples,Linguado-areia,"4.000,00",1
2019,3,Navegantes,Arrasto simples,Maria-mole,"3.000,00",1
2019,3,Navegantes,Arrasto simples,Merluza,"2.000,00",1
2019,3,Navegantes,Arrasto simples,Tira-vira,"100,00",1
2019,3,Navegantes,Arrasto simples,Trilha,"3.000,00",1
2019,4,Itajaí,Arrasto duplo,Abrótea,"21.300,00",8
2019,4,Itajaí,Arrasto duplo,Abrótea-de-fundo,"33.500,00",2
2019,4,Itajaí,Arrasto duplo,Batata,"7,00",1
2019,4,Itajaí,Arrasto duplo,Betara,"2.950,00",3
2019,4,Itajaí,Arrasto duplo,Cabra,"7.460,00",3
2019,4,Itajaí,Arrasto duplo,Camarão-cristalino,"13.200,00",6
2019,4,Itajaí,Arrasto duplo,Castanha,"10.150,00",6
2019,4,Itajaí,Arrasto duplo,Congro,"300,00",1
2019,4,Itajaí,Arrasto duplo,Congro-rosa,"4.940,00",5
2019,4,Itajaí,Arrasto duplo,Corvina,"3.500,00",3
2019,4,Itajaí,Arrasto duplo,Emplastro,"5.900,00",8
2019,4,Itajaí,Arrasto duplo,Linguado,"8.620,00",5
2019,4,Itajaí,Arrasto duplo,Linguado-areia,"3.550,00",5
2019,4,Itajaí,Arrasto duplo,Lula,"4.317,00",5
2019,4,Itajaí,Arrasto duplo,Maria-mole,"3.480,00",4
2019,4,Itajaí,Arrasto duplo,Merluza,"16.200,00",6
2019,4,Itajaí,Arrasto duplo,Mistura,"10.200,00",5
2019,4,Itajaí,Arrasto duplo,Namorado,"180,00",2
2019,4,Itajaí,Arrasto duplo,Olho-de-cão,"500,00",1
2019,4,Itajaí,Arrasto duplo,Peixe-sapo,"4.500,00",6
2019,4,Itajaí,Arrasto duplo,Pitú,"6.988,00",6
2019,4,Itajaí,Arrasto duplo,Polvo,"1.900,00",4
2019,4,Itajaí,Arrasto duplo,Sapateira,"870,00",4
2019,4,Itajaí,Arrasto duplo,Tira-vira,"2.380,00",4
2019,4,Itajaí,Arrasto duplo,Trilha,"170,00",3
2019,4,Itajaí,Arrasto simples,Cabra,"82.000,00",2
2019,4,Itajaí,Arrasto simples,Corvina,"2.000,00",1
2019,4,Itajaí,Arrasto simples,Emplastro,"10.000,00",2
2019,4,Itajaí,Arrasto simples,Linguado-areia,"5.000,00",2
2019,4,Itajaí,Arrasto simples,Mistura,"5.000,00",2
2019,4,Navegantes,Arrasto de parelha,Abrótea,"1.000,00",1
2019,4,Navegantes,Arrasto de parelha,Betara,"3.000,00",1
2019,4,Navegantes,Arrasto de parelha,Cabra,"2.000,00",1
2019,4,Navegantes,Arrasto de parelha,Castanha,"40.000,00",2
2019,4,Navegantes,Arrasto de parelha,Corvina,"54.200,00",5
2019,4,Navegantes,Arrasto de parelha,Espada,"3.000,00",1
2019,4,Navegantes,Arrasto de parelha,Goete,"12.150,00",4
2019,4,Navegantes,Arrasto de parelha,Gordinho,"1.000,00",1
2019,4,Navegantes,Arrasto de parelha,Linguado,"500,00",1
2019,4,Navegantes,Arrasto de parelha,Maria-mole,"75.000,00",2
2019,4,Navegantes,Arrasto de parelha,Mistura,"28.500,00",3
2019,4,Navegantes,Arrasto de parelha,Não discriminado,"92.120,00",2
2019,4,Navegantes,Arrasto de parelha,Olho-de-cão,"2.000,00",1
2019,4,Navegantes,Arrasto de parelha,Peixe-porco,"22.770,00",2
2019,4,Navegantes,Arrasto de parelha,Pescada-amarela,"2.000,00",1
2019,4,Navegantes,Arrasto de parelha,Pescada-bicuda,"1.000,00",1
2019,4,Navegantes,Arrasto de parelha,Pescada-branca,"1.080,00",2
2019,4,Navegantes,Arrasto duplo,Abrótea,"8.700,00",2
2019,4,Navegantes,Arrasto duplo,Abrótea-de-fundo,"42.500,00",8
2019,4,Navegantes,Arrasto duplo,Betara,"2.000,00",1
2019,4,Navegantes,Arrasto duplo,Cabra,"21.000,00",3
2019,4,Navegantes,Arrasto duplo,Cação-bagre,"500,00",1
2019,4,Navegantes,Arrasto duplo,Camarão-cristalino,"29.650,00",8
2019,4,Navegantes,Arrasto duplo,Castanha,"30,00",1
2019,4,Navegantes,Arrasto duplo,Congro-rosa,"1.700,00",5
2019,4,Navegantes,Arrasto duplo,Corvina,"2.000,00",1
2019,4,Navegantes,Arrasto duplo,Emplastro,"3.540,00",4
2019,4,Navegantes,Arrasto duplo,Linguado,"8.100,00",3
2019,4,Navegantes,Arrasto duplo,Linguado-areia,"5.500,00",4
2019,4,Navegantes,Arrasto duplo,Lula,"200,00",1
2019,4,Navegantes,Arrasto duplo,Merluza,"9.300,00",6
2019,4,Navegantes,Arrasto duplo,Mistura,"26.750,00",9
2019,4,Navegantes,Arrasto duplo,Namorado,"20,00",1
2019,4,Navegantes,Arrasto duplo,Não discriminado,"63.819,00",5
2019,4,Navegantes,Arrasto duplo,Peixe-sapo,"6.350,00",7
2019,4,Navegantes,Arrasto duplo,Pitú,"5.016,00",9
2019,4,Navegantes,Arrasto duplo,Sapateira,"3.700,00",2
2019,4,Navegantes,Arrasto duplo,Tira-vira,"500,00",1
2019,4,Navegantes,Arrasto duplo,Trilha,"1.000,00",1
2019,5,Itajaí,Arrasto de parelha,Abrótea,"396,00",1
2019,5,Itajaí,Arrasto de parelha,Betara,"912,00",1
2019,5,Itajaí,Arrasto de parelha,Cabra,"2.934,00",1
2019,5,Itajaí,Arrasto de parelha,Carapeba,"116,00",1
2019,5,Itajaí,Arrasto de parelha,Castanha,"8.000,00",1
2019,5,Itajaí,Arrasto de parelha,Corcoroca,"293,00",1
2019,5,Itajaí,Arrasto de parelha,Corvina,"21.000,00",2
2019,5,Itajaí,Arrasto de parelha,Espada,"172,00",1
2019,5,Itajaí,Arrasto de parelha,Goete,"3.535,00",1
2019,5,Itajaí,Arrasto de parelha,Gordinho,"494,00",1
2019,5,Itajaí,Arrasto de parelha,Linguado,"1.477,00",1
2019,5,Itajaí,Arrasto de parelha,Maria-mole,"9.000,00",1
2019,5,Itajaí,Arrasto de parelha,Miracéu,"78,00",1
2019,5,Itajaí,Arrasto de parelha,Olho-de-cão,"110,00",1
2019,5,Itajaí,Arrasto de parelha,Pargo-rosa,"36,00",1
2019,5,Itajaí,Arrasto de parelha,Paru,"55,00",1
2019,5,Itajaí,Arrasto de parelha,Peixe-porco,"38,00",1
2019,5,Itajaí,Arrasto de parelha,Pescada,"1.138,00",1
2019,5,Itajaí,Arrasto de parelha,Pescadinha-real,"120,00",1
2019,5,Itajaí,Arrasto de parelha,Tira-vira,"74,00",1
2019,5,Itajaí,Arrasto duplo,Abrótea,"8.700,00",4
2019,5,Itajaí,Arrasto duplo,Abrótea-de-fundo,"44.000,00",3
2019,5,Itajaí,Arrasto duplo,Betara,"2.500,00",3
2019,5,Itajaí,Arrasto duplo,Cabra,"15.600,00",4
2019,5,Itajaí,Arrasto duplo,Camarão-cristalino,"2.800,00",2
2019,5,Itajaí,Arrasto duplo,Castanha,"4.700,00",3
2019,5,Itajaí,Arrasto duplo,Congro,"2.000,00",1
2019,5,Itajaí,Arrasto duplo,Congro-rosa,"12.200,00",5
2019,5,Itajaí,Arrasto duplo,Corvina,"2.050,00",4
2019,5,Itajaí,Arrasto duplo,Emplastro,"1.900,00",2
2019,5,Itajaí,Arrasto duplo,Goete,"500,00",1
2019,5,Itajaí,Arrasto duplo,Linguado,"7.100,00",5
2019,5,Itajaí,Arrasto duplo,Linguado-areia,"7.600,00",5
2019,5,Itajaí,Arrasto duplo,Lula,"200,00",1
2019,5,Itajaí,Arrasto duplo,Maria-mole,"8.200,00",4
2019,5,Itajaí,Arrasto duplo,Merluza,"4.500,00",4
2019,5,Itajaí,Arrasto duplo,Mistura,"27.500,00",4
2019,5,Itajaí,Arrasto duplo,Peixe-sapo,"2.400,00",4
2019,5,Itajaí,Arrasto duplo,Pitú,"1.100,00",2
2019,5,Itajaí,Arrasto duplo,Polvo,"600,00",1
2019,5,Itajaí,Arrasto duplo,Sapateira,"300,00",1
2019,5,Itajaí,Arrasto duplo,Tira-vira,"2.000,00",1
2019,5,Itajaí,Arrasto simples,Cabra,"100.000,00",2
2019,5,Itajaí,Arrasto simples,Castanha,"5.000,00",1
2019,5,Itajaí,Arrasto simples,Emplastro,"13.000,00",2
2019,5,Itajaí,Arrasto simples,Linguado-areia,"5.000,00",1
2019,5,Itajaí,Arrasto simples,Mistura,"10.000,00",2
2019,5,Itajaí,Arrasto simples,Trilha,"3.000,00",1
2019,5,Navegantes,Arrasto de parelha,Abrótea,"1.000,00",2
2019,5,Navegantes,Arrasto de parelha,Betara,"1.000,00",1
2019,5,Navegantes,Arrasto de parelha,Cabra,"700,00",2
2019,5,Navegantes,Arrasto de parelha,Castanha,"113.000,00",4
2019,5,Navegantes,Arrasto de parelha,Corcoroca,"500,00",1
2019,5,Navegantes,Arrasto de parelha,Corvina,"90.000,00",6
2019,5,Navegantes,Arrasto de parelha,Espada,"500,00",1
2019,5,Navegantes,Arrasto de parelha,Galo,"3.000,00",2
2019,5,Navegantes,Arrasto de parelha,Goete,"58.000,00",5
2019,5,Navegantes,Arrasto de parelha,Gordinho,"27.500,00",4
2019,5,Navegantes,Arrasto de parelha,Linguado,"1.000,00",2
2019,5,Navegantes,Arrasto de parelha,Maria-mole,"13.000,00",2
2019,5,Navegantes,Arrasto de parelha,Mistura,"18.000,00",3
2019,5,Navegantes,Arrasto de parelha,Não discriminado,"22.140,00",1
2019,5,Navegantes,Arrasto de parelha,Olho-de-cão,"4.500,00",3
2019,5,Navegantes,Arrasto de parelha,Palombeta,"2.000,00",1
2019,5,Navegantes,Arrasto de parelha,Peixe-porco,"5.000,00",1
2019,5,Navegantes,Arrasto de parelha,Pescada-amarela,"4.000,00",3
2019,5,Navegantes,Arrasto de parelha,Pescada-branca,"3.020,00",4
2019,5,Navegantes,Arrasto de parelha,Pescadinha-real,"2.500,00",1
2019,5,Navegantes,Arrasto de parelha,Roncador,"1.000,00",1
2019,5,Navegantes,Arrasto duplo,Abrótea,"7.000,00",5
2019,5,Navegantes,Arrasto duplo,Abrótea-de-fundo,"62.000,00",5
2019,5,Navegantes,Arrasto duplo,Batata,"200,00",2
2019,5,Navegantes,Arrasto duplo,Cabra,"15.320,00",3
2019,5,Navegantes,Arrasto duplo,Camarão-cristalino,"27.260,00",8
2019,5,Navegantes,Arrasto duplo,Castanha,"770,00",3
2019,5,Navegantes,Arrasto duplo,Congro-rosa,"8.070,00",7
2019,5,Navegantes,Arrasto duplo,Emplastro,"1.940,00",3
2019,5,Navegantes,Arrasto duplo,Linguado,"5.100,00",2
2019,5,Navegantes,Arrasto duplo,Linguado-areia,"3.800,00",3
2019,5,Navegantes,Arrasto duplo,Lula,"3.340,00",4
2019,5,Navegantes,Arrasto duplo,Merluza,"25.750,00",8
2019,5,Navegantes,Arrasto duplo,Mistura,"10.200,00",6
2019,5,Navegantes,Arrasto duplo,Namorado,"150,00",1
2019,5,Navegantes,Arrasto duplo,Não discriminado,"76.260,00",3
2019,5,Navegantes,Arrasto duplo,Peixe-sapo,"7.300,00",6
2019,5,Navegantes,Arrasto duplo,Pitú,"5.540,00",8
2019,5,Navegantes,Arrasto duplo,Polvo,"80,00",1
2019,5,Navegantes,Arrasto duplo,Sapateira,"1.150,00",1
2019,5,Navegantes,Arrasto duplo,Sargo-de-dente,"500,00",1
2019,5,Navegantes,Arrasto duplo,Tira-vira,"1.700,00",4
2019,5,Navegantes,Arrasto duplo,Trilha,"150,00",1
2019,6,Itajaí,Arrasto duplo,Abrótea,"1.150,00",4
2019,6,Itajaí,Arrasto duplo,Abrótea-de-fundo,"56.000,00",2
2019,6,Itajaí,Arrasto duplo,Betara,"400,00",2
2019,6,Itajaí,Arrasto duplo,Calamar-argentino,"10.300,00",2
2019,6,Itajaí,Arrasto duplo,Camarão-rosa,"9.900,00",4
2019,6,Itajaí,Arrasto duplo,Congro-rosa,"1.000,00",2
2019,6,Itajaí,Arrasto duplo,Emplastro,"2.000,00",1
2019,6,Itajaí,Arrasto duplo,Linguado-areia,"100,00",1
2019,6,Itajaí,Arrasto duplo,Merluza,"12.000,00",2
2019,6,Itajaí,Arrasto duplo,Mistura,"1.800,00",4
2019,6,Itajaí,Arrasto duplo,Peixe-sapo,"2.000,00",2
2019,6,Itajaí,Arrasto simples,Abrótea-de-fundo,"2.000,00",1
2019,6,Itajaí,Arrasto simples,Cabra,"135.000,00",3
2019,6,Itajaí,Arrasto simples,Castanha,"6.000,00",2
2019,6,Itajaí,Arrasto simples,Congro-rosa,"200,00",1
2019,6,Itajaí,Arrasto simples,Emplastro,"14.000,00",2
2019,6,Itajaí,Arrasto simples,Linguado-areia,"3.000,00",1
2019,6,Itajaí,Arrasto simples,Mistura,"15.000,00",2
2019,6,Itajaí,Arrasto simples,Olho-de-cão,"1.000,00",1
2019,6,Itajaí,Arrasto simples,Peixe-sapo,"200,00",1
2019,6,Itajaí,Arrasto simples,Tira-vira,"200,00",1
2019,6,Itajaí,Arrasto simples,Trilha,"2.000,00",1
2019,6,Laguna,Arrasto de parelha,Não discriminado,"33.600,00",1
2019,6,Navegantes,Arrasto de parelha,Abrótea,"1.435,00",2
2019,6,Navegantes,Arrasto de parelha,Batata-da-pedra,"115,00",1
2019,6,Navegantes,Arrasto de parelha,Betara,"1.390,00",2
2019,6,Navegantes,Arrasto de parelha,Cabra,"3.535,00",3
2019,6,Navegantes,Arrasto de parelha,Castanha,"63.720,00",3
2019,6,Navegantes,Arrasto de parelha,Corcoroca,"500,00",1
2019,6,Navegantes,Arrasto de parelha,Corvina,"144.100,00",8
2019,6,Navegantes,Arrasto de parelha,Espada,"580,00",2
2019,6,Navegantes,Arrasto de parelha,Galo,"20,00",1
2019,6,Navegantes,Arrasto de parelha,Goete,"52.945,00",6
2019,6,Navegantes,Arrasto de parelha,Gordinho,"25.420,00",6
2019,6,Navegantes,Arrasto de parelha,Linguado,"850,00",2
2019,6,Navegantes,Arrasto de parelha,Maria-mole,"31.965,00",3
2019,6,Navegantes,Arrasto de parelha,Mistura,"20.500,00",4
2019,6,Navegantes,Arrasto de parelha,Não discriminado,"38.000,00",1
2019,6,Navegantes,Arrasto de parelha,Olho-de-cão,"3.200,00",2
2019,6,Navegantes,Arrasto de parelha,Palombeta,"3.000,00",1
2019,6,Navegantes,Arrasto de parelha,Peixe-porco,"11.060,00",3
2019,6,Navegantes,Arrasto de parelha,Pescada-amarela,"19.195,00",2
2019,6,Navegantes,Arrasto de parelha,Pescada-bicuda,"1.000,00",1
2019,6,Navegantes,Arrasto de parelha,Pescada-branca,"600,00",1
2019,6,Navegantes,Arrasto de parelha,Pescadinha-real,"5.200,00",3
2019,6,Navegantes,Arrasto de parelha,Roncador,"2.500,00",2
2019,6,Navegantes,Arrasto de parelha,Trilha,"10,00",1
2019,6,Navegantes,Arrasto duplo,Abrótea,"7.360,00",13
2019,6,Navegantes,Arrasto duplo,Abrótea-de-fundo,"30.000,00",1
2019,6,Navegantes,Arrasto duplo,Betara,"2.370,00",9
2019,6,Navegantes,Arrasto duplo,Cabra,"7.200,00",2
2019,6,Navegantes,Arrasto duplo,Calamar-argentino,"3.000,00",1
2019,6,Navegantes,Arrasto duplo,Camarão-branco,"1.930,00",4
2019,6,Navegantes,Arrasto duplo,Camarão-rosa,"63.244,00",21
2019,6,Navegantes,Arrasto duplo,Camarão-sete-barbas,"22.870,00",4
2019,6,Navegantes,Arrasto duplo,Castanha,"100,00",1
2019,6,Navegantes,Arrasto duplo,Congro-rosa,"500,00",1
2019,6,Navegantes,Arrasto duplo,Corvina,"420,00",2
2019,6,Navegantes,Arrasto duplo,Emplastro,"2.570,00",5
2019,6,Navegantes,Arrasto duplo,Goete,"100,00",1
2019,6,Navegantes,Arrasto duplo,Gordinho,"300,00",1
2019,6,Navegantes,Arrasto duplo,Linguado,"3.600,00",2
2019,6,Navegantes,Arrasto duplo,Linguado-areia,"5.700,00",5
2019,6,Navegantes,Arrasto duplo,Mangangá,"20,00",1
2019,6,Navegantes,Arrasto duplo,Maria-mole,"800,00",2
2019,6,Navegantes,Arrasto duplo,Merluza,"5.040,00",2
2019,6,Navegantes,Arrasto duplo,Mistura,"15.010,00",23
2019,6,Navegantes,Arrasto duplo,Não discriminado,"40.719,00",8
2019,6,Navegantes,Arrasto duplo,Peixe-sapo,"2.000,00",1
2019,6,Navegantes,Arrasto duplo,Pescadinha-real,"40,00",1
2019,6,Navegantes,Arrasto duplo,Polvo,"10,00",1
2019,6,Navegantes,Arrasto duplo,Tira-vira,"870,00",3
2019,6,Navegantes,Arrasto duplo,Trilha,"50,00",1
2019,7,Itajaí,Arrasto de parelha,Betara,"1.500,00",2
2019,7,Itajaí,Arrasto de parelha,Cabra,"200,00",1
2019,7,Itajaí,Arrasto de parelha,Corvina,"8.000,00",2
2019,7,Itajaí,Arrasto de parelha,Espada,"600,00",1
2019,7,Itajaí,Arrasto de parelha,Galo,"100,00",1
2019,7,Itajaí,Arrasto de parelha,Goete,"5.000,00",2
2019,7,Itajaí,Arrasto de parelha,Gordinho,"200,00",1
2019,7,Itajaí,Arrasto de parelha,Mistura,"4.000,00",1
2019,7,Itajaí,Arrasto de parelha,Olho-de-cão,"1.000,00",1
2019,7,Itajaí,Arrasto de parelha,Peixe-porco,"11.000,00",2
2019,7,Itajaí,Arrasto de parelha,Pescada-amarela,"100,00",1
2019,7,Itajaí,Arrasto de parelha,Pescada-branca,"220,00",1
2019,7,Itajaí,Arrasto duplo,Abrótea,"10.500,00",5
2019,7,Itajaí,Arrasto duplo,Abrótea-de-fundo,"8.000,00",1
2019,7,Itajaí,Arrasto duplo,Betara,"2.600,00",4
2019,7,Itajaí,Arrasto duplo,Cabra,"22.620,00",7
2019,7,Itajaí,Arrasto duplo,Camarão-rosa,"22.560,00",8
2019,7,Itajaí,Arrasto duplo,Castanha,"15.000,00",4
2019,7,Itajaí,Arrasto duplo,Corvina,"5.070,00",6
2019,7,Itajaí,Arrasto duplo,Emplastro,"3.300,00",6
2019,7,Itajaí,Arrasto duplo,Enguia,"300,00",1
2019,7,Itajaí,Arrasto duplo,Gordinho,"200,00",2
2019,7,Itajaí,Arrasto duplo,Linguado,"19.500,00",5
2019,7,Itajaí,Arrasto duplo,Linguado-areia,"1.500,00",3
2019,7,Itajaí,Arrasto duplo,Maria-mole,"16.800,00",5
2019,7,Itajaí,Arrasto duplo,Merluza,"4.000,00",1
2019,7,Itajaí,Arrasto duplo,Mistura,"19.800,00",10
2019,7,Itajaí,Arrasto duplo,Papa-moscas,"1.000,00",1
2019,7,Itajaí,Arrasto duplo,Peixe-sapo,"1.100,00",3
